"ID";"Paper";"Decision";"Region_considered"
3997;307;"Excluded: No data of interest";"Striatum"
3998;312;"Excluded: Treated animals only";"Striatum"
3999;1520;"Excluded: Treated animals only";"Striatum"
4000;313;"Excluded: No quantitative information";"Striatum"
4001;1521;"Excluded: No data of interest";"Striatum"
4002;1522;"Excluded: No data of interest";"Striatum"
4003;1523;"Excluded: No quantitative information";"Striatum"
4004;315;"Excluded: No data of interest";"Striatum"
4005;1524;"Excluded: No data of interest";"Striatum"
4006;316;"Excluded: Data not possible to normalize";"Striatum"
4007;318;"Excluded: No data of interest";"Striatum"
4008;1525;"Excluded: No quantitative information";"Striatum"
4009;1526;"Excluded: Treated animals only";"Striatum"
4010;319;"Excluded: No data of interest";"Striatum"
4011;1527;"Excluded: Treated animals only";"Striatum"
4012;1528;"Excluded: Data not possible to normalize";"Striatum"
4013;1529;"Excluded: Data not possible to normalize";"Striatum"
4014;1530;"Excluded: No data of interest";"Striatum"
4015;322;"Excluded: No quantitative information";"Striatum"
4016;1531;"Excluded: No data of interest";"Striatum"
4017;1532;"Excluded: No english version available";"Striatum"
4018;1533;"Excluded: No quantitative information";"Striatum"
4019;325;"Excluded: No data of interest";"Striatum"
4020;326;"Excluded: No data of interest";"Striatum"
4021;1534;"Excluded: Treated animals only";"Striatum"
4022;1535;"Excluded: Data not shown";"Striatum"
4023;327;"Excluded: Treated animals only";"Striatum"
4024;328;"Excluded: No data of interest";"Striatum"
4025;1536;"Excluded: No data of interest";"Striatum"
4026;1537;"Excluded: Data in graphs only";"Striatum"
4027;330;"Excluded: Data not possible to normalize";"Striatum"
4028;331;"Excluded: No quantitative information";"Striatum"
4029;332;"Excluded: Data not possible to normalize";"Striatum"
4030;333;"Excluded: No data of interest";"Striatum"
4031;335;"Excluded: No quantitative information";"Striatum"
4032;336;"Excluded: No data of interest";"Striatum"
4033;1538;"Excluded: Data not possible to normalize";"Striatum"
4034;1539;"Excluded: Treated animals only";"Striatum"
4035;1540;"Excluded: Treated animals only";"Striatum"
4036;1541;"Excluded: No data of interest";"Striatum"
4037;1542;"Excluded: Data not possible to normalize";"Striatum"
4038;337;"Excluded: No quantitative information";"Striatum"
4039;338;"Excluded: Data not possible to normalize";"Striatum"
4040;1543;"Excluded: No access to paper";"Striatum"
4041;1544;"Excluded: No quantitative information";"Striatum"
4042;339;"Excluded: Treated animals only";"Striatum"
4043;1545;"Excluded: No access to paper";"Striatum"
4044;1546;"Excluded: Treated animals only";"Striatum"
4045;1547;"Excluded: No english version available";"Striatum"
4046;1548;"Excluded: Treated animals only";"Striatum"
4047;1549;"Excluded: Data in graphs only";"Striatum"
4048;1550;"Excluded: Treated animals only";"Striatum"
4049;342;"Excluded: No data of interest";"Striatum"
4050;1551;"Excluded: Treated animals only";"Striatum"
4051;1552;"Excluded: No data of interest";"Striatum"
4052;1553;"Excluded: Treated animals only";"Striatum"
4053;1554;"Excluded: Data not possible to normalize";"Striatum"
4054;1555;"Included";"Striatum"
4055;345;"Excluded: No data of interest";"Striatum"
4056;346;"Excluded: Treated animals only";"Striatum"
4057;1556;"Excluded: Treated animals only";"Striatum"
4058;1557;"Included";"Striatum"
4059;347;"Excluded: Treated animals only";"Striatum"
4060;348;"Excluded: No quantitative information";"Striatum"
4061;1558;"Included";"Striatum"
4062;1559;"Excluded: No english version available";"Striatum"
4063;349;"Excluded: No quantitative information";"Striatum"
4064;350;"Excluded: No data of interest";"Striatum"
4065;1560;"Excluded: No quantitative information";"Striatum"
4066;352;"Excluded: Data not possible to normalize";"Striatum"
4067;353;"Excluded: Treated animals only";"Striatum"
4068;1561;"Excluded: No data of interest";"Striatum"
4069;1562;"Excluded: No data of interest";"Striatum"
4070;355;"Excluded: No data of interest";"Striatum"
4071;1563;"Excluded: No data of interest";"Striatum"
4072;357;"Excluded: Treated animals only";"Striatum"
4073;1564;"Unsure - revisit";"Striatum"
4074;358;"Excluded: No data of interest";"Striatum"
4075;1565;"Excluded: Treated animals only";"Striatum"
4076;1566;"Included";"Striatum"
4077;1567;"Already included";"Striatum"
4078;1568;"Excluded: Treated animals only";"Striatum"
4079;359;"Excluded: No quantitative information";"Striatum"
4080;360;"Excluded: Data not shown";"Striatum"
4081;360;"Excluded: Data in graphs only";"Striatum"
4082;361;"Excluded: Treated animals only";"Striatum"
4083;1570;"Excluded: No data of interest";"Striatum"
4084;1571;"Excluded: No data of interest";"Striatum"
4085;362;"Excluded: No quantitative information";"Striatum"
4086;363;"Excluded: No quantitative information";"Striatum"
4087;1572;"Excluded: Treated animals only";"Striatum"
4088;364;"Excluded: No data of interest";"Striatum"
4089;1573;"Excluded: No data of interest";"Striatum"
4090;365;"Excluded: No quantitative information";"Striatum"
4091;1574;"Excluded: Data in graphs only";"Striatum"
4092;367;"Excluded: Treated animals only";"Striatum"
4093;1575;"Excluded: Data in graphs only";"Striatum"
4094;1576;"Excluded: Data in graphs only";"Striatum"
4095;371;"Excluded: No english version available";"Striatum"
4096;1577;"Excluded: No english version available";"Striatum"
4097;372;"Excluded: No data of interest";"Striatum"
4098;1578;"Excluded: No data of interest";"Striatum"
4099;1579;"Excluded: Treated animals only";"Striatum"
4100;1580;"Excluded: No data of interest";"Striatum"
4101;375;"Excluded: No data of interest";"Striatum"
4102;1581;"Excluded: Data not possible to normalize";
4103;376;"Excluded: No data of interest";"Striatum"
4104;1582;"Excluded: Treated animals only";"Striatum"
4105;377;"Excluded: No english version available";"Striatum"
4106;1583;"Included";"Striatum"
4107;1584;"Excluded: No access to paper";"Striatum"
4108;1585;"Excluded: No quantitative information";"Striatum"
4109;381;"Excluded: Review";"Striatum"
4111;1586;"Excluded: Treated animals only";"Striatum"
4112;382;"Excluded: No access to paper";"Striatum"
4113;1587;"Included";"Striatum"
4114;1588;"Excluded: No data of interest";"Striatum"
4115;1589;"Excluded: No data of interest";"Striatum"
4116;1590;"Excluded: Data not possible to normalize";"Striatum"
4117;1591;"Excluded: Treated animals only";"Striatum"
4118;383;"Excluded: No data of interest";"Striatum"
4119;384;"Excluded: No data of interest";"Striatum"
4120;1592;"Excluded: No data of interest";"Striatum"
4121;1593;"Excluded: No data of interest";"Striatum"
4122;1594;"Excluded: Treated animals only";"Striatum"
4123;1595;"Excluded: Treated animals only";"Striatum"
4124;1596;"Excluded: No data of interest";"Striatum"
4125;388;"Excluded: No data of interest";"Striatum"
4126;389;"Excluded: No data of interest";"Striatum"
4127;392;"Excluded: No data of interest";"Striatum"
4128;1597;"Excluded: No data of interest";"Striatum"
4129;393;"Excluded: No english version available";"Striatum"
4130;393;"Excluded: No data of interest";"Striatum"
4131;1599;"Excluded: Treated animals only";"Striatum"
4132;1600;"Excluded: Treated animals only";"Striatum"
4133;395;"Excluded: No data of interest";"Striatum"
4134;1601;"Excluded: Data not possible to normalize";"Striatum"
4135;396;"Excluded: Treated animals only";"Striatum"
4136;1602;"Excluded: Treated animals only";"Striatum"
4137;1603;"Excluded: Data in graphs only";"Striatum"
4138;1604;"Excluded: No quantitative information";"Striatum"
4139;1605;"Already included";"Striatum"
4140;1606;"Excluded: Data in graphs only";"Striatum"
4141;398;"Excluded: Treated animals only";"Striatum"
4142;1607;"Excluded: Treated animals only";"Striatum"
4143;1608;"Excluded: No data of interest";"Striatum"
4144;399;"Excluded: Data not possible to normalize";"Striatum"
4145;400;"Excluded: No quantitative information";"Striatum"
4146;1610;"Excluded: Treated animals only";"Striatum"
4147;1611;"Excluded: No data of interest";"Striatum"
4148;402;"Excluded: No access to paper";"Striatum"
4149;1612;"Excluded: Data in graphs only";"Striatum"
4150;1613;"Excluded: Data in graphs only";"Striatum"
4151;1614;"Excluded: No quantitative information";"Striatum"
4152;1615;"Excluded: Treated animals only";"Striatum"
4154;1616;"Excluded: No data of interest";"Striatum"
4155;1617;"Excluded: No access to paper";"Striatum"
4156;1618;"Excluded: No data of interest";"Striatum"
4157;1619;"Excluded: No quantitative information";"Striatum"
4158;1620;"Excluded: No quantitative information";"Striatum"
4159;405;"Excluded: No data of interest";"Striatum"
4160;1621;"Excluded: No data of interest";"Striatum"
4161;406;"Excluded: No data of interest";"Striatum"
4162;408;"Excluded: No data of interest";"Striatum"
4163;409;"Excluded: No quantitative information";"Striatum"
4164;410;"Excluded: No data of interest";"Striatum"
4165;411;"Excluded: No data of interest";"Striatum"
4166;412;"Excluded: No data of interest";"Striatum"
4167;413;"Excluded: No quantitative information";"Striatum"
4168;1623;"Excluded: No quantitative information";"Striatum"
4169;1624;"Excluded: No data of interest";"Striatum"
4170;1625;"Excluded: No data of interest";"Striatum"
4171;415;"Excluded: Treated animals only";"Striatum"
4172;1626;"Excluded: No quantitative information";"Striatum"
4173;1627;"Excluded: Data not possible to normalize";"Striatum"
4174;417;"Excluded: Treated animals only";"Striatum"
4175;418;"Excluded: No quantitative information";"Striatum"
4176;1628;"Excluded: Data not possible to normalize";"Striatum"
4177;420;"Excluded: No quantitative information";"Striatum"
4178;421;"Excluded: Treated animals only";"Striatum"
4179;1629;"Excluded: No data of interest";"Striatum"
4180;1630;"Excluded: No data of interest";"Striatum"
4181;1631;"Included";"Striatum"
4182;422;"Excluded: No data of interest";"Striatum"
4183;423;"Excluded: Data in graphs only";"Striatum"
4184;424;"Excluded: No data of interest";"Striatum"
4185;425;"Excluded: Data not possible to normalize";"Striatum"
4186;426;"Included";"Striatum"
4187;1632;"Already included";"Striatum"
4188;1633;"Excluded: No access to paper";"Striatum"
4189;1634;"Excluded: No quantitative information";"Striatum"
4190;1635;"Excluded: No data of interest";"Striatum"
4191;1636;"Excluded: Data in graphs only";"Striatum"
4192;429;"Excluded: No quantitative information";"Striatum"
4193;1637;"Excluded: No data of interest";"Striatum"
4194;1638;"Excluded: No access to paper";"Striatum"
4195;1639;"Excluded: No data of interest";"Striatum"
4196;431;"Excluded: No data of interest";"Substantia nigra"
4197;1640;"Excluded: Data in graphs only";"Striatum"
4198;1641;"Excluded: No data of interest";"Striatum"
4199;434;"Excluded: No data of interest";"Striatum"
4200;435;"Excluded: No data of interest";"Striatum"
4201;1642;"Excluded: No data of interest";"Striatum"
4202;1643;"Excluded: No data of interest";"Striatum"
4203;436;"Excluded: No data of interest";"Striatum"
4204;1644;"Already included";"Striatum"
4205;437;"Excluded: No data of interest";"Striatum"
4206;1645;"Excluded: Data not possible to normalize";"Striatum"
4207;1646;"Excluded: Treated animals only";"Striatum"
4208;440;"Excluded: Treated animals only";"Striatum"
4209;1647;"Excluded: No data of interest";"Striatum"
4210;1648;"Excluded: Data not possible to normalize";"Striatum"
4211;1649;"Excluded: Treated animals only";"Striatum"
4212;1650;"Excluded: Data not possible to normalize";"Striatum"
4213;1651;"Excluded: Data not possible to normalize";"Striatum"
4214;1652;"Excluded: Data in graphs only";"Striatum"
4215;1653;"Included";"Striatum"
4216;442;"Excluded: No data of interest";"Striatum"
4217;1654;"Included";"Striatum"
4218;1655;"Excluded: Data in graphs only";"Striatum"
4219;1656;"Excluded: Data in graphs only";"Striatum"
4220;1657;"Excluded: No data of interest";"Striatum"
4221;1658;"Excluded: No data of interest";"Striatum"
4222;1659;"Excluded: No quantitative information";"Striatum"
4223;444;"Excluded: Data not possible to normalize";"Striatum"
4224;1660;"Included";"Striatum"
4225;445;"Included";"Striatum"
4226;1661;"Excluded: No quantitative information";"Striatum"
4227;1662;"Excluded: No data of interest";"Striatum"
4228;446;"Excluded: Data not possible to normalize";"Striatum"
4229;1663;"Excluded: No data of interest";"Striatum"
4230;1664;"Unsure - revisit";"Striatum"
4231;1665;"Excluded: Treated animals only";"Striatum"
4232;1666;"Included";"Striatum"
4233;448;"Excluded: No quantitative information";"Striatum"
4234;1667;"Excluded: No data of interest";"Striatum"
4235;1668;"Excluded: Treated animals only";"Striatum"
4236;449;"Excluded: Treated animals only";"Striatum"
4237;1669;"Already included";"Striatum"
4238;1670;"Excluded: Treated animals only";"Striatum"
4239;451;"Excluded: Data in graphs only";"Striatum"
4240;1671;"Excluded: Data not possible to normalize";"Striatum"
4241;1672;"Excluded: No quantitative information";"Striatum"
4242;1673;"Excluded: Treated animals only";"Striatum"
4243;452;"Excluded: No data of interest";"Striatum"
4244;456;"Excluded: No data of interest";"Striatum"
4245;457;"Excluded: No data of interest";"Striatum"
4246;1674;"Excluded: No data of interest";"Striatum"
4247;1675;"Excluded: Data not possible to normalize";"Striatum"
4248;459;"Excluded: No english version available";"Striatum"
4249;1676;"Excluded: No access to paper";"Striatum"
4250;460;"Excluded: No data of interest";"Striatum"
4251;460;"Excluded: No data of interest";"Basal ganglia"
4252;462;"Excluded: No data of interest";"Striatum"
4253;1677;"Excluded: Treated animals only";"Striatum"
4254;1678;"Excluded: Data not possible to normalize";"Striatum"
4255;1679;"Excluded: No data of interest";"Striatum"
4256;1680;"Excluded: No data of interest";"Striatum"
4257;1681;"Excluded: No quantitative information";"Striatum"
4258;1682;"Excluded: No data of interest";"Striatum"
4259;464;"Excluded: Data not possible to normalize";"Striatum"
4260;1683;"Excluded: Treated animals only";"Striatum"
4261;465;"Excluded: Treated animals only";"Striatum"
4262;1684;"Excluded: No data of interest";"Striatum"
4263;1685;"Excluded: Data not possible to normalize";"Striatum"
4264;1686;"Excluded: Data not shown";"Striatum"
4265;467;"Excluded: Data not shown";"Striatum"
4266;1687;"Excluded: Data not shown";"Striatum"
4267;1688;"Excluded: No access to paper";"Striatum"
4268;1689;"Excluded: No data of interest";"Striatum"
4269;1690;"Excluded: No data of interest";"Striatum"
4270;1691;"Excluded: No english version available";"Striatum"
4271;1692;"Excluded: No data of interest";"Striatum"
4272;471;"Excluded: No data of interest";"Striatum"
4273;472;"Excluded: No data of interest";"Striatum"
4274;1693;"Excluded: Data not possible to normalize";"Striatum"
4275;473;"Excluded: No data of interest";"Striatum"
4277;1694;"Excluded: No data of interest";"Striatum"
4278;476;"Excluded: Data not possible to normalize";"Striatum"
4279;1695;"Excluded: Data not possible to normalize";"Striatum"
4280;477;"Excluded: No data of interest";"Striatum"
4281;1696;"Included";"Striatum"
4282;1697;"Excluded: Data not possible to normalize";"Striatum"
4283;1698;"Excluded: No data of interest";"Striatum"
4284;479;"Excluded: Data not possible to normalize";"Striatum"
4285;1699;"Excluded: Treated animals only";"Striatum"
4286;481;"Excluded: No data of interest";"Striatum"
4287;482;"Excluded: No data of interest";"Striatum"
4288;483;"Already included";"Striatum"
4289;1700;"Excluded: No english version available";"Striatum"
4290;484;"Excluded: No quantitative information";"Striatum"
4291;1701;"Excluded: No data of interest";"Striatum"
4292;1702;"Excluded: Treated animals only";"Striatum"
4293;1703;"Excluded: Treated animals only";"Striatum"
4294;487;"Excluded: No quantitative information";"Striatum"
4295;488;"Excluded: No data of interest";"Striatum"
4296;489;"Excluded: No quantitative information";"Striatum"
4297;1704;"Excluded: No data of interest";"Striatum"
4298;1705;"Excluded: Treated animals only";"Striatum"
4299;1706;"Excluded: Data in graphs only";"Striatum"
4300;1707;"Excluded: No quantitative information";"Striatum"
4301;493;"Excluded: No data of interest";"Striatum"
4302;1708;"Excluded: No data of interest";"Striatum"
4303;494;"Excluded: No data of interest";"Striatum"
4304;1709;"Excluded: No quantitative information";"Striatum"
4305;495;"Excluded: Treated animals only";"Striatum"
4306;1710;"Excluded: Treated animals only";"Striatum"
4307;1711;"Excluded: Data not possible to normalize";"Striatum"
4308;496;"Excluded: No data of interest";"Striatum"
4309;497;"Excluded: No quantitative information";"Striatum"
4310;1712;"Excluded: No quantitative information";"Striatum"
4311;1713;"Excluded: No quantitative information";"Striatum"
4312;1714;"Excluded: No quantitative information";"Striatum"
4313;498;"Excluded: No data of interest";"Striatum"
4314;1715;"Excluded: No data of interest";"Striatum"
4315;1716;"Excluded: No quantitative information";"Striatum"
4316;1717;"Excluded: No data of interest";"Striatum"
4317;1718;"Excluded: No data of interest";"Striatum"
4318;1719;"Excluded: Treated animals only";"Striatum"
4319;1720;"Excluded: No data of interest";"Striatum"
4320;499;"Excluded: No quantitative information";"Striatum"
4321;1721;"Excluded: No data of interest";"Striatum"
4322;1722;"Excluded: No quantitative information";"Striatum"
4323;500;"Excluded: No data of interest";"Striatum"
4324;1723;"Excluded: No data of interest";"Striatum"
4325;1724;"Unsure - revisit";"Striatum"
4326;1725;"Excluded: Data not possible to normalize";"Striatum"
4327;502;"Excluded: No quantitative information";"Striatum"
4328;1726;"Excluded: Data not possible to normalize";"Striatum"
4329;504;"Excluded: No data of interest";"Striatum"
4330;1727;"Excluded: No quantitative information";"Striatum"
4331;507;"Excluded: No quantitative information";"Striatum"
4332;1728;"Excluded: No data of interest";"Striatum"
4333;1729;"Excluded: No quantitative information";"Striatum"
4334;1730;"Excluded: No data of interest";"Striatum"
4335;509;"Excluded: No quantitative information";"Striatum"
4336;510;"Excluded: Data not possible to normalize";"Striatum"
4337;1731;"Excluded: Data not possible to normalize";"Striatum"
4338;1732;"Excluded: Data not possible to normalize";"Striatum"
4339;1733;"Excluded: Treated animals only";"Striatum"
4340;511;"Excluded: No data of interest";"Striatum"
4341;1734;"Excluded: No quantitative information";"Striatum"
4342;1735;"Excluded: No data of interest";"Striatum"
4343;1736;"Excluded: No data of interest";"Striatum"
4344;1737;"Excluded: No data of interest";"Striatum"
4345;514;"Already included";"Striatum"
4346;1738;"Excluded: Treated animals only";"Striatum"
4347;1739;"Included";"Striatum"
4348;1740;"Excluded: No data of interest";"Striatum"
4349;1741;"Excluded: No data of interest";"Striatum"
4350;1742;"Excluded: Treated animals only";"Striatum"
4351;1743;"Excluded: No quantitative information";"Striatum"
4352;517;"Already included";"Striatum"
4353;1744;"Excluded: No data of interest";"Striatum"
4354;1745;"Already included";"Striatum"
4355;1746;"Excluded: No quantitative information";"Striatum"
4356;1747;"Excluded: No access to paper";"Striatum"
4357;520;"Excluded: Treated animals only";"Striatum"
4358;1748;"Excluded: Treated animals only";"Striatum"
4359;1749;"Excluded: No quantitative information";"Striatum"
4360;524;"Excluded: No quantitative information";"Striatum"
4361;1751;"Excluded: Data not possible to normalize";"Striatum"
4362;525;"Excluded: No quantitative information";"Striatum"
4363;1752;"Excluded: No quantitative information";"Striatum"
4364;528;"Excluded: No data of interest";"Striatum"
4365;1753;"Excluded: No data of interest";"Striatum"
4366;1754;"Excluded: Data not possible to normalize";"Striatum"
4367;1755;"Excluded: No data of interest";"Striatum"
4368;1756;"Excluded: No data of interest";"Striatum"
4369;1757;"Excluded: Data not possible to normalize";"Striatum"
4370;1758;"Included";"Striatum"
4371;1759;"Excluded: Data in graphs only";"Striatum"
4372;1760;"Excluded: Treated animals only";"Striatum"
4373;529;"Excluded: No english version available";"Striatum"
4374;1761;"Excluded: Data not possible to normalize";"Striatum"
4375;1762;"Excluded: No data of interest";"Striatum"
4376;531;"Excluded: Treated animals only";"Striatum"
4377;533;"Excluded: No quantitative information";"Striatum"
4378;1763;"Excluded: Treated animals only";"Striatum"
4379;535;"Excluded: No quantitative information";"Striatum"
4380;536;"Excluded: Review";"Striatum"
4381;1764;"Excluded: No data of interest";"Striatum"
4382;537;"Excluded: No quantitative information";"Striatum"
4383;1765;"Excluded: No quantitative information";"Striatum"
4384;1766;"Excluded: Data not shown";"Striatum"
4385;1767;"Excluded: No data of interest";"Striatum"
4386;539;"Excluded: No data of interest";"Striatum"
4387;1768;"Excluded: No data of interest";"Striatum"
4388;541;"Excluded: No data of interest";"Substantia nigra"
4389;540;"Excluded: No quantitative information";"Striatum"
4390;541;"Excluded: No data of interest";"Striatum"
4391;542;"Excluded: No data of interest";"Striatum"
4392;543;"Excluded: No english version available";"Striatum"
4393;1769;"Excluded: Treated animals only";"Striatum"
4394;1770;"Excluded: No data of interest";"Striatum"
4395;1771;"Excluded: Treated animals only";"Striatum"
4396;1772;"Excluded: No data of interest";"Striatum"
4397;544;"Excluded: No quantitative information";"Striatum"
4398;1773;"Excluded: No access to paper";"Striatum"
4399;545;"Excluded: No access to paper";"Striatum"
4400;1774;"Excluded: Treated animals only";"Striatum"
4401;548;"Excluded: No data of interest";"Substantia nigra"
4402;1775;"Excluded: No quantitative information";"Striatum"
4403;1776;"Excluded: No data of interest";"Striatum"
4404;549;"Excluded: Treated animals only";"Striatum"
4405;551;"Excluded: Data not possible to normalize";"Striatum"
4406;554;"Excluded: Data in graphs only";"Striatum"
4407;555;"Excluded: No data of interest";"Striatum"
4408;1777;"Excluded: No quantitative information";"Striatum"
4409;1778;"Excluded: No quantitative information";"Striatum"
4410;1779;"Excluded: No quantitative information";"Striatum"
4411;558;"Excluded: No quantitative information";"Striatum"
4412;1780;"Excluded: Treated animals only";"Striatum"
4413;559;"Excluded: No quantitative information";"Striatum"
4414;1781;"Excluded: Data not possible to normalize";"Striatum"
4415;1782;"Included";"Striatum"
4416;1783;"Excluded: Data not possible to normalize";"Striatum"
4417;560;"Excluded: Treated animals only";"Striatum"
4418;561;"Excluded: No quantitative information";"Striatum"
4419;1784;"Excluded: No quantitative information";"Striatum"
4420;1785;"Excluded: Treated animals only";"Striatum"
4421;1786;"Excluded: No quantitative information";"Striatum"
4422;1787;"Excluded: Data not possible to normalize";"Striatum"
4423;1788;"Excluded: Data not possible to normalize";"Striatum"
4424;562;"Excluded: No quantitative information";"Striatum"
4425;563;"Excluded: Data not possible to normalize";"Striatum"
4426;1789;"Included";"Striatum"
4427;1790;"Excluded: No data of interest";"Striatum"
4428;564;"Excluded: No quantitative information";"Striatum"
4429;1791;"Excluded: No quantitative information";"Striatum"
4430;1792;"Excluded: Treated animals only";"Striatum"
4431;565;"Excluded: No english version available";"Striatum"
4432;566;"Excluded: No quantitative information";"Striatum"
4433;1793;"Excluded: Data in graphs only";"Striatum"
4434;1794;"Excluded: Treated animals only";"Striatum"
4435;1795;"Included";"Striatum"
4436;569;"Excluded: No quantitative information";"Striatum"
4437;570;"Excluded: No data of interest";"Striatum"
4438;1796;"Excluded: No data of interest";"Striatum"
4439;1797;"Excluded: No data of interest";"Striatum"
4440;1798;"Excluded: No data of interest";"Striatum"
4441;1100;"Excluded: No data of interest";"Striatum"
4442;1799;"Excluded: No data of interest";"Striatum"
4443;575;"Excluded: Data not possible to normalize";"Striatum"
4444;576;"Excluded: No quantitative information";"Striatum"
4445;577;"Excluded: No quantitative information";"Striatum"
4446;578;"Excluded: Treated animals only";"Striatum"
4447;1800;"Excluded: Treated animals only";"Striatum"
4448;582;"Excluded: No data of interest";"Striatum"
4449;1801;"Excluded: No data of interest";"Striatum"
4450;1802;"Excluded: No access to paper";"Striatum"
4451;1803;"Excluded: No quantitative information";"Striatum"
4452;1804;"Excluded: Data in graphs only";"Striatum"
4453;1805;"Excluded: Treated animals only";"Striatum"
4454;1806;"Excluded: No quantitative information";"Striatum"
4455;588;"Excluded: No data of interest";"Striatum"
4456;1807;"Excluded: No data of interest";"Striatum"
4457;589;"Excluded: Data not shown";"Striatum"
4458;1808;"Included";"Striatum"
4459;590;"Excluded: No quantitative information";"Striatum"
4460;1809;"Excluded: Treated animals only";"Striatum"
4461;1810;"Excluded: Treated animals only";"Striatum"
4462;1811;"Excluded: Treated animals only";"Striatum"
4463;1812;"Excluded: No quantitative information";"Striatum"
4464;593;"Already included";"Striatum"
4465;1813;"Excluded: No data of interest";"Striatum"
4466;598;"Excluded: No quantitative information";"Striatum"
4467;599;"Excluded: No quantitative information";"Striatum"
4468;1814;"Excluded: No data of interest";"Striatum"
4469;601;"Excluded: No data of interest";"Striatum"
4470;1815;"Excluded: No data of interest";"Striatum"
4471;1816;"Unsure - revisit";"Striatum"
4472;602;"Excluded: No quantitative information";"Striatum"
4473;603;"Excluded: No data of interest";"Striatum"
4474;1817;"Excluded: No data of interest";"Striatum"
4475;1818;"Excluded: Data not possible to normalize";"Striatum"
4476;604;"Excluded: No data of interest";"Striatum"
4477;1819;"Excluded: No quantitative information";"Striatum"
4478;1820;"Excluded: Review";"Striatum"
4479;1821;"Excluded: No data of interest";"Striatum"
4480;608;"Excluded: No quantitative information";"Striatum"
4481;611;"Excluded: Data not shown";"Striatum"
4482;614;"Excluded: No data of interest";"Striatum"
4483;1823;"Excluded: Data not possible to normalize";"Striatum"
4484;615;"Excluded: No data of interest";"Striatum"
4485;1824;"Already included";"Striatum"
4486;1825;"Excluded: No quantitative information";"Striatum"
4487;1826;"Excluded: No quantitative information";"Striatum"
4488;617;"Excluded: No quantitative information";"Striatum"
4489;618;"Excluded: No quantitative information";"Striatum"
4490;619;"Excluded: No quantitative information";"Striatum"
4491;620;"Excluded: No quantitative information";"Striatum"
4492;1828;"Excluded: No quantitative information";"Striatum"
4493;1829;"Excluded: Treated animals only";"Striatum"
4494;624;"Excluded: No quantitative information";"Striatum"
4495;625;"Excluded: No data of interest";"Striatum"
4496;626;"Excluded: No data of interest";"Striatum"
4497;627;"Excluded: No data of interest";"Striatum"
4498;628;"Included";"Striatum"
4499;1830;"Excluded: No data of interest";"Striatum"
4500;1831;"Excluded: Data not possible to normalize";"Striatum"
4501;629;"Excluded: Review";"Striatum"
4502;1832;"Excluded: Data in graphs only";"Striatum"
4503;631;"Excluded: No data of interest";"Striatum"
4504;632;"Excluded: No quantitative information";"Striatum"
4505;1833;"Excluded: No data of interest";"Striatum"
4506;634;"Excluded: No quantitative information";"Striatum"
4507;635;"Excluded: No quantitative information";"Striatum"
4508;636;"Excluded: No data of interest";"Striatum"
4509;1834;"Excluded: No data of interest";"Striatum"
4510;637;"Already included";"Striatum"
4511;641;"Excluded: No data of interest";"Striatum"
4512;642;"Excluded: No data of interest";"Striatum"
4513;643;"Excluded: No data of interest";"Striatum"
4514;1835;"Excluded: No quantitative information";"Striatum"
4515;1836;"Excluded: Treated animals only";"Striatum"
4516;1837;"Excluded: No quantitative information";"Striatum"
4517;644;"Excluded: No data of interest";"Striatum"
4518;1838;"Excluded: No data of interest";"Striatum"
4519;647;"Excluded: Data in graphs only";"Striatum"
4520;647;"Excluded: Data in graphs only";"Basal ganglia"
4521;1839;"Excluded: No data of interest";"Striatum"
4522;1840;"Excluded: No data of interest";"Striatum"
4523;648;"Excluded: Treated animals only";"Striatum"
4524;650;"Excluded: No quantitative information";"Striatum"
4525;1841;"Excluded: No data of interest";"Striatum"
4526;1842;"Excluded: No data of interest";"Striatum"
4527;1843;"Excluded: No quantitative information";"Striatum"
4528;1844;"Excluded: No quantitative information";"Striatum"
4529;1845;"Excluded: Treated animals only";"Striatum"
4530;1846;"Included";"Striatum"
4531;1847;"Excluded: No access to paper";"Striatum"
4532;655;"Excluded: No quantitative information";"Striatum"
4533;1848;"Excluded: Data not possible to normalize";"Striatum"
4534;1849;"Excluded: No data of interest";"Striatum"
4535;660;"Excluded: No data of interest";"Striatum"
4536;1850;"Excluded: No quantitative information";"Striatum"
4537;1851;"Excluded: No data of interest";"Striatum"
4538;1852;"Excluded: No data of interest";"Striatum"
4540;1853;"Excluded: No data of interest";"Striatum"
4541;1854;"Excluded: No access to paper";"Striatum"
4542;664;"Excluded: No data of interest";"Striatum"
4543;664;"Excluded: No data of interest";"Striatum"
4544;665;"Excluded: No data of interest";"Striatum"
4545;1856;"Excluded: Treated animals only";"Striatum"
4546;666;"Excluded: No quantitative information";"Striatum"
4547;667;"Excluded: No data of interest";"Striatum"
4548;1857;"Excluded: No quantitative information";"Striatum"
4549;1858;"Excluded: No data of interest";"Striatum"
4550;668;"Excluded: No quantitative information";"Striatum"
4551;669;"Excluded: No data of interest";"Striatum"
4552;1859;"Excluded: No data of interest";"Striatum"
4553;1860;"Excluded: No data of interest";"Striatum"
4554;1861;"Excluded: No quantitative information";"Striatum"
4555;1862;"Excluded: No data of interest";"Striatum"
4556;1863;"Excluded: No data of interest";"Striatum"
4557;1864;"Excluded: No data of interest";"Striatum"
4558;671;"Excluded: No quantitative information";"Striatum"
4559;676;"Excluded: No data of interest";"Striatum"
4560;677;"Excluded: No quantitative information";"Striatum"
